ral_id|query_id|start_time|plan
0|28161553|1600836779016|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|909541191|1600836801679|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_locations]])", "children": []}]}
0|1500016454|1600836803283|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_locations]])", "children": []}]}
0|987628143|1600836842528|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|1094635657|1600836893822|{"expr": "LogicalProject(o_year=[EXTRACT(FLAG(YEAR), $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[0]], aliases=[[o_year]])", "children": []}]}
0|1799310835|1600836961727|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(OccupancyDateTime=[$0], PaidOccupancy=[$1], SourceElementKey=[$2], dow=[$3], o_year=[EXTRACT(FLAG(YEAR), $0)], o_month=[EXTRACT(FLAG(MONTH), $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], aliases=[[OccupancyDateTime, PaidOccupancy, SourceElementKey, dow, o_year, o_month]])", "children": []}]}]}
0|1570947790|1600837018517|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(OccupancyDateTime=[$0], PaidOccupancy=[$1], SourceElementKey=[$2], dow=[$3], o_year=[EXTRACT(FLAG(YEAR), $0)], o_month=[EXTRACT(FLAG(MONTH), $0)], o_day=[EXTRACT(FLAG(DAY), $0)], o_hour=[EXTRACT(FLAG(HOUR), $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], aliases=[[OccupancyDateTime, PaidOccupancy, SourceElementKey, dow, o_year, o_month, o_day, o_hour]])", "children": []}]}]}
0|618949459|1600837118739|{"expr": "LogicalProject(OccupancyDateTime=[$0], PaidOccupancy=[$1], SourceElementKey=[$2], dow=[$3], o_year=[EXTRACT(FLAG(YEAR), $0)], o_month=[EXTRACT(FLAG(MONTH), $0)], o_day=[EXTRACT(FLAG(DAY), $0)], o_hour=[EXTRACT(FLAG(HOUR), $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], aliases=[[OccupancyDateTime, PaidOccupancy, SourceElementKey, dow, o_year, o_month, o_day, o_hour]])", "children": []}]}
0|1755100745|1600837119622|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_transactions]])", "children": []}]}
0|1523437723|1600837213541|{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT()])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6]], aliases=[[o_year, o_month, o_day]])", "children": []}]}
0|1137548767|1600837217854|{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT()])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6]], aliases=[[o_year, o_month, o_day]])", "children": []}]}
0|2102121298|1600837255460|{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT($3)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6, 2]], aliases=[[o_year, o_month, o_day, SourceElementKey]])", "children": []}]}
0|702494168|1600837264166|{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT()])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6]], aliases=[[o_year, o_month, o_day]])", "children": []}]}
0|1570794929|1600837275301|{"expr": "LogicalSort(sort0=[$0], sort1=[$1], sort2=[$2], dir0=[ASC], dir1=[ASC], dir2=[ASC])", "children": [{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT()])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6]], aliases=[[o_year, o_month, o_day]])", "children": []}]}]}
0|759217367|1600837462057|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location]])", "children": []}]}
0|1790848970|1600837513545|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 10)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|794829222|1600837533947|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 12)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|909517477|1600837548715|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|651099984|1600837558936|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|1789947287|1600837561828|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|1881180230|1600837575067|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT], LAT=[CAST(SUBSTRING($0, 13, 12)):FLOAT])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|897855442|1600837588922|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT], LAT=[SUBSTRING($0, 13, 12)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|451130979|1600837596369|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT], LAT=[SUBSTRING($0, 20, 12)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|1422094015|1600837599907|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT], LAT=[SUBSTRING($0, 22, 12)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|2008573414|1600837645805|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[CAST(SUBSTRING($0, 8, 12)):FLOAT], LAT=[SUBSTRING($0, 22, 13)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|91382213|1600837661217|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 12)], LAT=[SUBSTRING($0, 22, 13)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|2104317678|1600837670044|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], LAT=[SUBSTRING($0, 22, 13)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|369205808|1600837688727|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], LAT=[SUBSTRING($0, 22, 12)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|1309546376|1600837692855|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], LAT=[SUBSTRING($0, 22, 11)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|1679682461|1600837696292|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], LAT=[SUBSTRING($0, 22, 10)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, LAT]])", "children": []}]}]}
0|1058545297|1600837993317|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Pos=[23])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Pos]])", "children": []}]}]}
0|952192214|1600838050491|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], EXPR$2=[TRIM(FLAG(BOTH), ' ', $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, EXPR$2]])", "children": []}]}]}
0|12987316|1600838168933|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|852047981|1600838198734|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_transactions]])", "children": []}]}
0|1305941014|1600838198835|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|2028514878|1600838199483|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_locations]])", "children": []}]}
0|1188424914|1600838199543|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|1428847728|1600838213241|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_transactions]])", "children": []}]}
0|1630856498|1600838213401|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|1359779851|1600838214099|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_locations]])", "children": []}]}
0|169223086|1600838214158|{"expr": "LogicalAggregate(group=[{}], EXPR$0=[COUNT()])", "children": [{"expr": "LogicalProject($f0=[0])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[]], aliases=[[$f0]])", "children": []}]}]}
0|2120341879|1600838216179|{"expr": "LogicalProject(OccupancyDateTime=[$0], PaidOccupancy=[$1], SourceElementKey=[$2], dow=[$3], o_year=[EXTRACT(FLAG(YEAR), $0)], o_month=[EXTRACT(FLAG(MONTH), $0)], o_day=[EXTRACT(FLAG(DAY), $0)], o_hour=[EXTRACT(FLAG(HOUR), $0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], aliases=[[OccupancyDateTime, PaidOccupancy, SourceElementKey, dow, o_year, o_month, o_day, o_hour]])", "children": []}]}
0|815895617|1600838216982|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalTableScan(table=[[main, parking_transactions]])", "children": []}]}
0|921915610|1600838217139|{"expr": "LogicalSort(sort0=[$0], sort1=[$1], sort2=[$2], dir0=[ASC], dir1=[ASC], dir2=[ASC])", "children": [{"expr": "LogicalAggregate(group=[{0, 1, 2}], cnt=[COUNT()])", "children": [{"expr": "BindableTableScan(table=[[main, parking_transactions]], projects=[[4, 5, 6]], aliases=[[o_year, o_month, o_day]])", "children": []}]}]}
0|1292646456|1600838223017|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON]])", "children": []}]}]}
0|921155078|1600838244199|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], EXPR$2=[CHAR_LENGTH($0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, EXPR$2]])", "children": []}]}]}
0|1362940680|1600838254398|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len]])", "children": []}]}]}
0|1109488509|1600838287433|{"expr": "LogicalSort(fetch=[10])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], EXPR$3=[SUBSTRING($0, 21, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, EXPR$3]])", "children": []}]}]}
0|526059058|1600838372098|{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], EXPR$3=[SUBSTRING($0, 21, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, EXPR$3]])", "children": []}]}]}
0|830992291|1600838372619|{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], EXPR$3=[SUBSTRING($0, 21, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, EXPR$3]])", "children": []}]}]}
0|782611158|1600838455053|{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], EXPR$4=[SUBSTRING($0, 21, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, lat_start, EXPR$4]])", "children": []}]}]}
0|688844239|1600838476074|{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], EXPR$4=[SUBSTRING($0, CASE(>(CHAR_LENGTH($0), 32), 22, 21), 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, lat_start, EXPR$4]])", "children": []}]}]}
0|166437419|1600838498814|{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], EXPR$4=[SUBSTRING($0, CASE(>(CHAR_LENGTH($0), 32), 22, 21), 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, LON, Loc_Len, lat_start, EXPR$4]])", "children": []}]}]}
0|2058660857|1600838554439|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], EXPR$3=[SUBSTRING($0, CASE(>(CHAR_LENGTH($0), 32), 22, 21), 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start, EXPR$3]])", "children": []}]}]}]}
0|166734891|1600838573553|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|508138044|1600838586181|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], EXPR$2=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|2130870188|1600838597887|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], EXPR$3=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|1723228937|1600838613613|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], EXPR$3=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 20)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|638712515|1600838633421|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], EXPR$3=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|66226812|1600838828372|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], EXPR$3=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start]])", "children": []}]}]}]}
0|1811026928|1600838907233|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], delimiter=[$3], EXPR$4=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], delimiter=[SUBSTRING($0, 22, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start, delimiter]])", "children": []}]}]}]}
0|1125619630|1600838913683|{"expr": "LogicalProject(Location=[$0], LON=[SUBSTRING($0, 8, 13)], Loc_Len=[$1], delimiter=[$3], EXPR$4=[SUBSTRING($0, $2, 2)])", "children": [{"expr": "LogicalSort(fetch=[20])", "children": [{"expr": "LogicalProject(Location=[$0], Loc_Len=[CHAR_LENGTH($0)], lat_start=[CASE(>(CHAR_LENGTH($0), 32), 22, 21)], delimiter=[SUBSTRING($0, 22, 1)])", "children": [{"expr": "BindableTableScan(table=[[main, parking_locations]], projects=[[8]], aliases=[[Location, Loc_Len, lat_start, delimiter]])", "children": []}]}]}]}
