ral_id|query_id|source|sink
0|1991922956|900000064|24
0|1991922956|24|900000065
0|1991922956|900000065|23
0|1991922956|23|900000066
0|1991922956|900000066|13
0|1991922956|13|900000067
0|1991922956|900000067|12
0|1991922956|30|900000068
0|1991922956|900000068|29
0|1991922956|29|900000069
0|1991922956|900000069|28
0|1991922956|28|900000070
0|1991922956|900000070|27
0|1991922956|27|900000071
0|1991922956|900000071|12
0|1991922956|12|900000072
0|1991922956|900000072|11
0|1991922956|34|900000073
0|1991922956|900000073|33
0|1991922956|33|900000074
0|1991922956|900000074|32
0|1991922956|32|900000075
0|1991922956|900000075|31
0|1991922956|31|900000076
0|1991922956|900000076|11
0|1991922956|11|900000077
0|1991922956|900000077|10
0|1991922956|38|900000078
0|1991922956|900000078|37
0|1991922956|37|900000079
0|1991922956|900000079|36
0|1991922956|36|900000080
0|1991922956|900000080|35
0|1991922956|35|900000081
0|1991922956|900000081|10
0|1991922956|10|900000082
0|1991922956|900000082|9
0|1991922956|42|900000083
0|1991922956|900000083|41
0|1991922956|41|900000084
0|1991922956|900000084|40
0|1991922956|40|900000085
0|1991922956|900000085|39
0|1991922956|39|900000086
0|1991922956|900000086|9
0|1991922956|9|900000087
0|1991922956|900000087|8
0|1991922956|46|900000088
0|1991922956|900000088|45
0|1991922956|45|900000089
0|1991922956|900000089|44
0|1991922956|44|900000090
0|1991922956|900000090|43
0|1991922956|43|900000091
0|1991922956|900000091|8
0|1991922956|8|900000092
0|1991922956|900000092|7
0|1991922956|50|900000093
0|1991922956|900000093|49
0|1991922956|49|900000094
0|1991922956|900000094|48
0|1991922956|48|900000095
0|1991922956|900000095|47
0|1991922956|47|900000096
0|1991922956|900000096|7
0|1991922956|7|900000097
0|1991922956|900000097|6
0|1991922956|54|900000098
0|1991922956|900000098|53
0|1991922956|53|900000099
0|1991922956|900000099|52
0|1991922956|52|900000100
0|1991922956|900000100|51
0|1991922956|51|900000101
0|1991922956|900000101|6
0|1991922956|6|900000102
0|1991922956|900000102|5
0|1991922956|58|900000103
0|1991922956|900000103|57
0|1991922956|57|900000104
0|1991922956|900000104|56
0|1991922956|56|900000105
0|1991922956|900000105|55
0|1991922956|55|900000106
0|1991922956|900000106|5
0|1991922956|5|900000107
0|1991922956|900000107|4
0|1991922956|62|900000108
0|1991922956|900000108|61
0|1991922956|61|900000109
0|1991922956|900000109|60
0|1991922956|60|900000110
0|1991922956|900000110|59
0|1991922956|59|900000111
0|1991922956|900000111|4
0|1991922956|4|900000112
0|1991922956|900000112|3
0|1991922956|66|900000113
0|1991922956|900000113|65
0|1991922956|65|900000114
0|1991922956|900000114|64
0|1991922956|64|900000115
0|1991922956|900000115|63
0|1991922956|63|900000116
0|1991922956|900000116|3
0|1991922956|3|900000117
0|1991922956|900000117|2
0|1991922956|70|900000118
0|1991922956|900000118|69
0|1991922956|69|900000119
0|1991922956|900000119|68
0|1991922956|68|900000120
0|1991922956|900000120|67
0|1991922956|67|900000121
0|1991922956|900000121|2
0|1991922956|2|900000122
0|1991922956|900000122|1
0|1991922956|74|900000123
0|1991922956|900000123|73
0|1991922956|73|900000124
0|1991922956|900000124|72
0|1991922956|72|900000125
0|1991922956|900000125|71
0|1991922956|71|900000126
0|1991922956|900000126|1
0|1991922956|1|900000127
0|1991922956|900000127|0
0|1991922956|78|900000128
0|1991922956|900000128|77
0|1991922956|77|900000129
0|1991922956|900000129|76
0|1991922956|76|900000130
0|1991922956|900000130|75
0|1991922956|75|900000131
0|1991922956|900000131|0
0|1991922956|0|900000132
0|1991922956|900000132|79
0|1116112675|18|900000133
0|1116112675|900000133|17
0|1116112675|17|900000134
0|1116112675|900000134|16
0|1116112675|16|900000135
0|1116112675|900000135|15
0|1116112675|15|900000136
0|1116112675|900000136|14
0|1116112675|22|900000137
0|1116112675|900000137|21
0|1116112675|21|900000138
0|1116112675|900000138|20
0|1116112675|20|900000139
0|1116112675|900000139|19
0|1116112675|19|900000140
0|1116112675|900000140|14
0|1116112675|14|900000141
0|1116112675|900000141|13
0|1116112675|26|900000142
0|1116112675|900000142|25
0|1116112675|25|900000143
0|1116112675|900000143|24
0|1116112675|24|900000144
0|1116112675|900000144|23
0|1116112675|23|900000145
0|1116112675|900000145|13
0|1116112675|13|900000146
0|1116112675|900000146|12
0|1116112675|30|900000147
0|1116112675|900000147|29
0|1116112675|29|900000148
0|1116112675|900000148|28
0|1116112675|28|900000149
0|1116112675|900000149|27
0|1116112675|27|900000150
0|1116112675|900000150|12
0|1116112675|12|900000151
0|1116112675|900000151|11
0|1116112675|34|900000152
0|1116112675|900000152|33
0|1116112675|33|900000153
0|1116112675|900000153|32
0|1116112675|32|900000154
0|1116112675|900000154|31
0|1116112675|31|900000155
0|1116112675|900000155|11
0|1116112675|11|900000156
0|1116112675|900000156|10
0|1116112675|38|900000157
0|1116112675|900000157|37
0|1116112675|37|900000158
0|1116112675|900000158|36
0|1116112675|36|900000159
0|1116112675|900000159|35
0|1116112675|35|900000160
0|1116112675|900000160|10
0|1116112675|10|900000161
0|1116112675|900000161|9
0|1116112675|42|900000162
0|1116112675|900000162|41
0|1116112675|41|900000163
0|1116112675|900000163|40
0|1116112675|40|900000164
0|1116112675|900000164|39
0|1116112675|39|900000165
0|1116112675|900000165|9
0|1116112675|9|900000166
0|1116112675|900000166|8
0|1116112675|46|900000167
0|1116112675|900000167|45
0|1116112675|45|900000168
0|1116112675|900000168|44
0|1116112675|44|900000169
0|1116112675|900000169|43
0|1116112675|43|900000170
0|1116112675|900000170|8
0|1116112675|8|900000171
0|1116112675|900000171|7
0|1116112675|50|900000172
0|1116112675|900000172|49
0|1116112675|49|900000173
0|1116112675|900000173|48
0|1116112675|48|900000174
0|1116112675|900000174|47
0|1116112675|47|900000175
0|1116112675|900000175|7
0|1116112675|7|900000176
0|1116112675|900000176|6
0|1116112675|54|900000177
0|1116112675|900000177|53
0|1116112675|53|900000178
0|1116112675|900000178|52
0|1116112675|52|900000179
0|1116112675|900000179|51
0|1116112675|51|900000180
0|1116112675|900000180|6
0|1116112675|6|900000181
0|1116112675|900000181|5
0|1116112675|58|900000182
0|1116112675|900000182|57
0|1116112675|57|900000183
0|1116112675|900000183|56
0|1116112675|56|900000184
0|1116112675|900000184|55
0|1116112675|55|900000185
0|1116112675|900000185|5
0|1116112675|5|900000186
0|1116112675|900000186|4
0|1116112675|62|900000187
0|1116112675|900000187|61
0|1116112675|61|900000188
0|1116112675|900000188|60
0|1116112675|60|900000189
0|1116112675|900000189|59
0|1116112675|59|900000190
0|1116112675|900000190|4
0|1116112675|4|900000191
0|1116112675|900000191|3
0|1116112675|66|900000192
0|1116112675|900000192|65
0|1116112675|65|900000193
0|1116112675|900000193|64
0|1116112675|64|900000194
0|1116112675|900000194|63
0|1116112675|63|900000195
0|1116112675|900000195|3
0|1116112675|3|900000196
0|1116112675|900000196|2
0|1116112675|70|900000197
0|1116112675|900000197|69
0|1116112675|69|900000198
0|1116112675|900000198|68
0|1116112675|68|900000199
0|1116112675|900000199|67
0|1116112675|67|900000200
0|1116112675|900000200|2
0|1116112675|2|900000201
0|1116112675|900000201|1
0|1116112675|74|900000202
0|1116112675|900000202|73
0|1116112675|73|900000203
0|1116112675|900000203|72
0|1116112675|72|900000204
0|1116112675|900000204|71
0|1116112675|71|900000205
0|1116112675|900000205|1
0|1116112675|1|900000206
0|1116112675|900000206|0
0|1116112675|78|900000207
0|1116112675|900000207|77
0|1116112675|77|900000208
0|1116112675|900000208|76
0|1116112675|76|900000209
0|1116112675|900000209|75
0|1116112675|75|900000210
0|1116112675|900000210|0
0|1116112675|0|900000211
0|1116112675|900000211|79
0|331358491|0|900000212
0|331358491|900000212|1
0|1247746373|0|900000213
0|1247746373|900000213|1
0|1106326836|1|900000214
0|1106326836|900000214|0
0|1106326836|0|900000215
0|1106326836|900000215|2
0|1524375374|1|900000216
0|1524375374|900000216|0
0|1524375374|0|900000217
0|1524375374|900000217|2
0|115357384|1|900000218
0|115357384|900000218|0
0|115357384|0|900000219
0|115357384|900000219|2
0|629885060|1|900000220
0|629885060|900000220|0
0|629885060|0|900000221
0|629885060|900000221|2
0|51074776|4|900000222
0|51074776|900000222|3
0|51074776|3|900000223
0|51074776|900000223|2
0|51074776|2|900000224
0|51074776|900000224|1
0|51074776|1|900000225
0|51074776|900000225|0
0|51074776|0|900000226
0|51074776|900000226|5
0|4079545|6|900000227
0|4079545|900000227|5
0|4079545|5|900000228
0|4079545|900000228|4
0|4079545|4|900000229
0|4079545|900000229|3
0|4079545|3|900000230
0|4079545|900000230|2
0|4079545|2|900000231
0|4079545|900000231|1
0|4079545|1|900000232
0|4079545|900000232|0
0|4079545|0|900000233
0|4079545|900000233|7
0|943754760|7|900000234
0|943754760|900000234|6
0|943754760|6|900000235
0|943754760|900000235|5
0|943754760|5|900000236
0|943754760|900000236|4
0|943754760|4|900000237
0|943754760|900000237|3
0|943754760|3|900000238
0|943754760|900000238|2
0|943754760|2|900000239
0|943754760|900000239|1
0|943754760|1|900000240
0|943754760|900000240|0
0|943754760|0|900000241
0|943754760|900000241|8
0|1375348778|1|900000242
0|1375348778|900000242|0
0|1375348778|0|900000243
0|1375348778|900000243|2
0|573137301|7|900000244
0|573137301|900000244|6
0|573137301|6|900000245
0|573137301|900000245|5
0|573137301|5|900000246
0|573137301|900000246|4
0|573137301|4|900000247
0|573137301|900000247|3
0|573137301|3|900000248
0|573137301|900000248|2
0|573137301|2|900000249
0|573137301|900000249|1
0|573137301|1|900000250
0|573137301|900000250|0
0|573137301|0|900000251
0|573137301|900000251|8
0|872767053|7|900000252
0|872767053|900000252|6
0|872767053|6|900000253
0|872767053|900000253|5
0|872767053|5|900000254
0|872767053|900000254|4
0|872767053|4|900000255
0|872767053|900000255|3
0|872767053|3|900000256
0|872767053|900000256|2
0|872767053|2|900000257
0|872767053|900000257|1
0|872767053|1|900000258
0|872767053|900000258|0
0|872767053|0|900000259
0|872767053|900000259|8
0|732676047|7|900000260
0|732676047|900000260|6
0|732676047|6|900000261
0|732676047|900000261|5
0|732676047|5|900000262
0|732676047|900000262|4
0|732676047|4|900000263
0|732676047|900000263|3
0|732676047|3|900000264
0|732676047|900000264|2
0|732676047|2|900000265
0|732676047|900000265|1
0|732676047|1|900000266
0|732676047|900000266|0
0|732676047|0|900000267
0|732676047|900000267|8
0|1447227080|7|900000268
0|1447227080|900000268|6
0|1447227080|6|900000269
0|1447227080|900000269|5
0|1447227080|5|900000270
0|1447227080|900000270|4
0|1447227080|4|900000271
0|1447227080|900000271|3
0|1447227080|3|900000272
0|1447227080|900000272|2
0|1447227080|2|900000273
0|1447227080|900000273|1
0|1447227080|1|900000274
0|1447227080|900000274|0
0|1447227080|0|900000275
0|1447227080|900000275|8
0|1289354868|7|900000276
0|1289354868|900000276|6
0|1289354868|6|900000277
0|1289354868|900000277|5
0|1289354868|5|900000278
0|1289354868|900000278|4
0|1289354868|4|900000279
0|1289354868|900000279|3
0|1289354868|3|900000280
0|1289354868|900000280|2
0|1289354868|2|900000281
0|1289354868|900000281|1
0|1289354868|1|900000282
0|1289354868|900000282|0
0|1289354868|0|900000283
0|1289354868|900000283|8
0|1747405733|7|900000284
0|1747405733|900000284|6
0|1747405733|6|900000285
0|1747405733|900000285|5
0|1747405733|5|900000286
0|1747405733|900000286|4
0|1747405733|4|900000287
0|1747405733|900000287|3
0|1747405733|3|900000288
0|1747405733|900000288|2
0|1747405733|2|900000289
0|1747405733|900000289|1
0|1747405733|1|900000290
0|1747405733|900000290|0
0|1747405733|0|900000291
0|1747405733|900000291|8
0|1608801146|7|900000292
0|1608801146|900000292|6
0|1608801146|6|900000293
0|1608801146|900000293|5
0|1608801146|5|900000294
0|1608801146|900000294|4
0|1608801146|4|900000295
0|1608801146|900000295|3
0|1608801146|3|900000296
0|1608801146|900000296|2
0|1608801146|2|900000297
0|1608801146|900000297|1
0|1608801146|1|900000298
0|1608801146|900000298|0
0|1608801146|0|900000299
0|1608801146|900000299|8
0|290149301|7|900000300
0|290149301|900000300|6
0|290149301|6|900000301
0|290149301|900000301|5
0|290149301|5|900000302
0|290149301|900000302|4
0|290149301|4|900000303
0|290149301|900000303|3
0|290149301|3|900000304
0|290149301|900000304|2
0|290149301|2|900000305
0|290149301|900000305|1
0|290149301|1|900000306
0|290149301|900000306|0
0|290149301|0|900000307
0|290149301|900000307|8
0|447925268|7|900000308
0|447925268|900000308|6
0|447925268|6|900000309
0|447925268|900000309|5
0|447925268|5|900000310
0|447925268|900000310|4
0|447925268|4|900000311
0|447925268|900000311|3
0|447925268|3|900000312
0|447925268|900000312|2
0|447925268|2|900000313
0|447925268|900000313|1
0|447925268|1|900000314
0|447925268|900000314|0
0|447925268|0|900000315
0|447925268|900000315|8
0|499671814|7|900000316
0|499671814|900000316|6
0|499671814|6|900000317
0|499671814|900000317|5
0|499671814|5|900000318
0|499671814|900000318|4
0|499671814|4|900000319
0|499671814|900000319|3
0|499671814|3|900000320
0|499671814|900000320|2
0|499671814|2|900000321
0|499671814|900000321|1
0|499671814|1|900000322
0|499671814|900000322|0
0|499671814|0|900000323
0|499671814|900000323|8
0|321342578|16|900000336
0|321342578|900000336|15
0|321342578|15|900000337
0|321342578|900000337|14
0|321342578|14|900000338
0|321342578|900000338|13
0|321342578|13|900000339
0|321342578|900000339|12
0|321342578|12|900000340
0|321342578|900000340|11
0|321342578|21|900000341
0|321342578|900000341|20
0|321342578|20|900000342
0|321342578|900000342|19
0|321342578|19|900000343
0|321342578|900000343|18
0|321342578|18|900000344
0|321342578|900000344|17
0|321342578|17|900000345
0|321342578|900000345|11
0|321342578|11|900000346
0|321342578|900000346|10
0|321342578|10|900000347
0|321342578|900000347|9
0|321342578|26|900000348
0|321342578|900000348|25
0|321342578|25|900000349
0|321342578|900000349|24
0|321342578|24|900000350
0|321342578|900000350|23
0|321342578|23|900000351
0|321342578|900000351|22
0|321342578|22|900000352
0|321342578|900000352|9
0|321342578|9|900000353
0|321342578|900000353|8
0|321342578|8|900000354
0|321342578|900000354|7
0|321342578|31|900000355
0|321342578|900000355|30
0|321342578|30|900000356
0|321342578|900000356|29
0|321342578|29|900000357
0|321342578|900000357|28
0|321342578|28|900000358
0|321342578|900000358|27
0|321342578|27|900000359
0|321342578|900000359|7
0|321342578|7|900000360
0|321342578|900000360|6
0|321342578|6|900000361
0|321342578|900000361|5
0|321342578|36|900000362
0|321342578|900000362|35
0|321342578|35|900000363
0|321342578|900000363|34
0|321342578|34|900000364
0|321342578|900000364|33
0|321342578|33|900000365
0|321342578|900000365|32
0|321342578|32|900000366
0|321342578|900000366|5
0|321342578|5|900000367
0|321342578|900000367|4
0|321342578|4|900000368
0|321342578|900000368|3
0|321342578|41|900000369
0|321342578|900000369|40
0|321342578|40|900000370
0|321342578|900000370|39
0|321342578|39|900000371
0|321342578|900000371|38
0|321342578|38|900000372
0|321342578|900000372|37
0|321342578|37|900000373
0|321342578|900000373|3
0|321342578|3|900000374
0|321342578|900000374|2
0|321342578|2|900000375
0|321342578|900000375|1
0|321342578|46|900000376
0|321342578|900000376|45
0|321342578|45|900000377
0|321342578|900000377|44
0|321342578|44|900000378
0|321342578|900000378|43
0|321342578|43|900000379
0|321342578|900000379|42
0|321342578|42|900000380
0|321342578|900000380|1
0|321342578|1|900000381
0|321342578|900000381|0
0|321342578|0|900000382
0|321342578|900000382|47
0|1594732140|16|900000395
0|1594732140|900000395|15
0|1594732140|15|900000396
0|1594732140|900000396|14
0|1594732140|14|900000397
0|1594732140|900000397|13
0|1594732140|13|900000398
0|1594732140|900000398|12
0|1594732140|12|900000399
0|1594732140|900000399|11
0|1594732140|21|900000400
0|1594732140|900000400|20
0|1594732140|20|900000401
0|1594732140|900000401|19
0|1594732140|19|900000402
0|1594732140|900000402|18
0|1594732140|18|900000403
0|1594732140|900000403|17
0|1594732140|17|900000404
0|1594732140|900000404|11
0|1594732140|11|900000405
0|1594732140|900000405|10
0|1594732140|10|900000406
0|1594732140|900000406|9
0|1594732140|26|900000407
0|1594732140|900000407|25
0|1594732140|25|900000408
0|1594732140|900000408|24
0|1594732140|24|900000409
0|1594732140|900000409|23
0|1594732140|23|900000410
0|1594732140|900000410|22
0|1594732140|22|900000411
0|1594732140|900000411|9
0|1594732140|9|900000412
0|1594732140|900000412|8
0|1594732140|8|900000413
0|1594732140|900000413|7
0|1594732140|31|900000414
0|1594732140|900000414|30
0|1594732140|30|900000415
0|1594732140|900000415|29
0|1594732140|29|900000416
0|1594732140|900000416|28
0|1594732140|28|900000417
0|1594732140|900000417|27
0|1594732140|27|900000418
0|1594732140|900000418|7
0|1594732140|7|900000419
0|1594732140|900000419|6
0|1594732140|6|900000420
0|1594732140|900000420|5
0|1594732140|36|900000421
0|1594732140|900000421|35
0|1594732140|35|900000422
0|1594732140|900000422|34
0|1594732140|34|900000423
0|1594732140|900000423|33
0|1594732140|33|900000424
0|1594732140|900000424|32
0|1594732140|32|900000425
0|1594732140|900000425|5
0|1594732140|5|900000426
0|1594732140|900000426|4
0|1594732140|4|900000427
0|1594732140|900000427|3
0|1594732140|41|900000428
0|1594732140|900000428|40
0|1594732140|40|900000429
0|1594732140|900000429|39
0|1594732140|39|900000430
0|1594732140|900000430|38
0|1594732140|38|900000431
0|1594732140|900000431|37
0|1594732140|37|900000432
0|1594732140|900000432|3
0|1594732140|3|900000433
0|1594732140|900000433|2
0|1594732140|2|900000434
0|1594732140|900000434|1
0|1594732140|46|900000435
0|1594732140|900000435|45
0|1594732140|45|900000436
0|1594732140|900000436|44
0|1594732140|44|900000437
0|1594732140|900000437|43
0|1594732140|43|900000438
0|1594732140|900000438|42
0|1594732140|42|900000439
0|1594732140|900000439|1
0|1594732140|1|900000440
0|1594732140|900000440|0
0|1594732140|0|900000441
0|1594732140|900000441|47
0|1348964984|16|900000454
0|1348964984|900000454|15
0|1348964984|15|900000455
0|1348964984|900000455|14
0|1348964984|14|900000456
0|1348964984|900000456|13
0|1348964984|13|900000457
0|1348964984|900000457|12
0|1348964984|12|900000458
0|1348964984|900000458|11
0|1348964984|21|900000459
0|1348964984|900000459|20
0|1348964984|20|900000460
0|1348964984|900000460|19
0|1348964984|19|900000461
0|1348964984|900000461|18
0|1348964984|18|900000462
0|1348964984|900000462|17
0|1348964984|17|900000463
0|1348964984|900000463|11
0|1348964984|11|900000464
0|1348964984|900000464|10
0|1348964984|10|900000465
0|1348964984|900000465|9
0|1348964984|26|900000466
0|1348964984|900000466|25
0|1348964984|25|900000467
0|1348964984|900000467|24
0|1348964984|24|900000468
0|1348964984|900000468|23
0|1348964984|23|900000469
0|1348964984|900000469|22
0|1348964984|22|900000470
0|1348964984|900000470|9
0|1348964984|9|900000471
0|1348964984|900000471|8
0|1348964984|8|900000472
0|1348964984|900000472|7
0|1348964984|31|900000473
0|1348964984|900000473|30
0|1348964984|30|900000474
0|1348964984|900000474|29
0|1348964984|29|900000475
0|1348964984|900000475|28
0|1348964984|28|900000476
0|1348964984|900000476|27
0|1348964984|27|900000477
0|1348964984|900000477|7
0|1348964984|7|900000478
0|1348964984|900000478|6
0|1348964984|6|900000479
0|1348964984|900000479|5
0|1348964984|36|900000480
0|1348964984|900000480|35
0|1348964984|35|900000481
0|1348964984|900000481|34
0|1348964984|34|900000482
0|1348964984|900000482|33
0|1348964984|33|900000483
0|1348964984|900000483|32
0|1348964984|32|900000484
0|1348964984|900000484|5
0|1348964984|5|900000485
0|1348964984|900000485|4
0|1348964984|4|900000486
0|1348964984|900000486|3
0|1348964984|41|900000487
0|1348964984|900000487|40
0|1348964984|40|900000488
0|1348964984|900000488|39
0|1348964984|39|900000489
0|1348964984|900000489|38
0|1348964984|38|900000490
0|1348964984|900000490|37
0|1348964984|37|900000491
0|1348964984|900000491|3
0|1348964984|3|900000492
0|1348964984|900000492|2
0|1348964984|2|900000493
0|1348964984|900000493|1
0|1348964984|46|900000494
0|1348964984|900000494|45
0|1348964984|45|900000495
0|1348964984|900000495|44
0|1348964984|44|900000496
0|1348964984|900000496|43
0|1348964984|43|900000497
0|1348964984|900000497|42
0|1348964984|42|900000498
0|1348964984|900000498|1
0|1348964984|1|900000499
0|1348964984|900000499|0
0|1348964984|0|900000500
0|1348964984|900000500|47
0|1332364057|16|900000513
0|1332364057|900000513|15
0|1332364057|15|900000514
0|1332364057|900000514|14
0|1332364057|14|900000515
0|1332364057|900000515|13
0|1332364057|13|900000516
0|1332364057|900000516|12
