ral_id|query_id|kernel_id|input_num_rows|input_num_bytes|output_num_rows|output_num_bytes|event_type|timestamp_begin|timestamp_end
0|1603934530|1|233539|233539|2|10|compute|1599631758356|1599631758357
0|1603934530|0|2|10|2|18|compute|1599631758357|1599631758358
0|2113528336|3|233539|23020112|233539|23020112|compute|1599632401647|1599632401647
0|2113528336|2|233539|23020112|233539|233539|compute|1599632401696|1599632401701
0|2113528336|1|233539|233539|2|10|compute|1599632401701|1599632401702
0|2113528336|0|2|10|2|18|compute|1599632401702|1599632401703
0|538384221|1|233539|324066151|233539|324066151|compute|1599632759569|1599632759569
0|538384221|0|233539|324066151|233539|3736624|compute|1599632759697|1599632759725
0|1366512674|1|233539|324066151|233539|324066151|compute|1599633238629|1599633238629
0|1366512674|0|233539|324066151|233539|3736624|compute|1599633238759|1599633238787
0|769274587|2|233539|233539|233539|233539|compute|1599633262818|1599633262818
0|769274587|1|233539|233539|1|5|compute|1599633262856|1599633262858
0|769274587|0|1|5|1|9|compute|1599633262858|1599633262858
0|1912896397|3|233539|233539|233539|233539|compute|1599633384127|1599633384127
0|1912896397|2|233539|233539|1|5|compute|1599633384174|1599633384175
0|1912896397|1|1|5|1|9|compute|1599633384175|1599633384176
0|1912896397|0|1|9|1|30|compute|1599633384176|1599633384178
0|346383383|3|233539|233539|233539|233539|compute|1599633411958|1599633411958
0|346383383|2|233539|233539|1|5|compute|1599633411993|1599633411994
0|346383383|1|1|5|1|9|compute|1599633411994|1599633411995
0|346383383|0|1|9|1|30|compute|1599633411995|1599633411997
0|270361919|8|233539|233539|233539|233539|compute|1599633447153|1599633447153
0|270361919|4|233539|233539|233539|233539|compute|1599633447153|1599633447153
0|270361919|7|233539|233539|2|10|compute|1599633447188|1599633447190
0|270361919|3|233539|233539|1|5|compute|1599633447188|1599633447191
0|270361919|6|2|10|2|18|compute|1599633447190|1599633447192
0|270361919|2|1|5|1|9|compute|1599633447191|1599633447192
0|270361919|5|2|18|2|46|compute|1599633447192|1599633447195
0|270361919|1|1|9|1|30|compute|1599633447192|1599633447195
0|1991922956|30|233539|233539|233539|233539|compute|1599633585506|1599633585507
0|1991922956|22|233539|233539|233539|233539|compute|1599633585506|1599633585507
0|1991922956|26|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|18|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|62|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|38|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|74|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|50|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|66|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|46|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|58|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|78|233539|233539|233539|233539|compute|1599633585507|1599633585507
0|1991922956|54|233539|233539|233539|233539|compute|1599633585508|1599633585508
0|1991922956|34|233539|233539|233539|233539|compute|1599633585508|1599633585508
0|1991922956|42|233539|233539|233539|233539|compute|1599633585508|1599633585508
0|1991922956|70|233539|233539|233539|233539|compute|1599633585508|1599633585508
0|1991922956|17|233539|233539|1|5|compute|1599633585551|1599633585568
0|1991922956|45|233539|233539|2|10|compute|1599633585551|1599633585568
0|1991922956|21|233539|233539|2|10|compute|1599633585550|1599633585568
0|1991922956|37|233539|233539|1|5|compute|1599633585551|1599633585569
0|1991922956|57|233539|233539|1|5|compute|1599633585551|1599633585569
0|1991922956|49|233539|233539|2|10|compute|1599633585551|1599633585570
0|1991922956|61|233539|233539|2|10|compute|1599633585551|1599633585570
