ral_id|query_id|kernel_id|is_kernel|kernel_type
0|611348506|0|1|LimitKernel
0|611348506|1|1|BindableTableScanKernel
0|611348506|900000000|0|cache
0|611348506|2|1|OutputKernel
0|611348506|900000001|0|cache
0|879230055|0|1|MergeAggregateKernel
0|879230055|1|1|ComputeAggregateKernel
0|879230055|2|1|BindableTableScanKernel
0|879230055|900000000|0|cache
0|879230055|900000001|0|cache
0|879230055|3|1|OutputKernel
0|879230055|900000002|0|cache
0|1587396404|0|1|LimitKernel
0|1587396404|1|1|MergeStreamKernel
0|1587396404|2|1|PartitionSingleNodeKernel
0|1587396404|3|1|SortAndSampleKernel
0|1587396404|4|1|MergeAggregateKernel
0|1587396404|5|1|ComputeAggregateKernel
0|1587396404|6|1|BindableTableScanKernel
0|1587396404|900000003|0|cache
0|1587396404|900000004|0|cache
0|1587396404|900000005|0|cache
0|1587396404|900000006|0|cache
0|1587396404|900000007|0|cache
0|1587396404|900000008|0|cache
0|1587396404|900000009|0|cache
0|1587396404|900000010|0|cache
0|1587396404|900000011|0|cache
0|1587396404|900000012|0|cache
0|1587396404|900000013|0|cache
0|1587396404|900000014|0|cache
0|1587396404|900000015|0|cache
0|1587396404|900000016|0|cache
0|1587396404|7|1|OutputKernel
0|1587396404|900000017|0|cache
0|1962824262|0|1|MergeAggregateKernel
0|1962824262|1|1|ComputeAggregateKernel
0|1962824262|2|1|ProjectKernel
0|1962824262|3|1|BindableTableScanKernel
0|1962824262|900000018|0|cache
0|1962824262|900000019|0|cache
0|1962824262|900000020|0|cache
0|1962824262|4|1|OutputKernel
0|1962824262|900000021|0|cache
0|355172647|0|1|ProjectKernel
0|355172647|1|1|MergeAggregateKernel
0|355172647|2|1|ComputeAggregateKernel
0|355172647|3|1|ProjectKernel
0|355172647|4|1|MergeAggregateKernel
0|355172647|5|1|ComputeAggregateKernel
0|355172647|6|1|BindableTableScanKernel
0|355172647|900000022|0|cache
0|355172647|900000023|0|cache
0|355172647|900000024|0|cache
0|355172647|900000025|0|cache
0|355172647|900000026|0|cache
0|355172647|900000027|0|cache
0|355172647|7|1|OutputKernel
0|355172647|900000028|0|cache
0|1563275723|0|1|LimitKernel
0|1563275723|1|1|MergeStreamKernel
0|1563275723|2|1|PartitionSingleNodeKernel
0|1563275723|3|1|SortAndSampleKernel
0|1563275723|4|1|MergeAggregateKernel
0|1563275723|5|1|ComputeAggregateKernel
0|1563275723|6|1|BindableTableScanKernel
0|1563275723|900000029|0|cache
0|1563275723|900000030|0|cache
0|1563275723|900000031|0|cache
0|1563275723|900000032|0|cache
0|1563275723|900000033|0|cache
0|1563275723|900000034|0|cache
0|1563275723|900000035|0|cache
0|1563275723|900000036|0|cache
0|1563275723|900000037|0|cache
0|1563275723|900000038|0|cache
0|1563275723|900000039|0|cache
0|1563275723|900000040|0|cache
0|1563275723|900000041|0|cache
0|1563275723|900000042|0|cache
0|1563275723|7|1|OutputKernel
0|1563275723|900000043|0|cache
0|1511722598|0|1|LimitKernel
0|1511722598|1|1|MergeStreamKernel
0|1511722598|2|1|PartitionSingleNodeKernel
0|1511722598|3|1|SortAndSampleKernel
0|1511722598|4|1|MergeAggregateKernel
0|1511722598|5|1|ComputeAggregateKernel
0|1511722598|6|1|BindableTableScanKernel
0|1511722598|900000044|0|cache
0|1511722598|900000045|0|cache
0|1511722598|900000046|0|cache
0|1511722598|900000047|0|cache
0|1511722598|900000048|0|cache
0|1511722598|900000049|0|cache
0|1511722598|900000050|0|cache
0|1511722598|900000051|0|cache
0|1511722598|900000052|0|cache
0|1511722598|900000053|0|cache
0|1511722598|900000054|0|cache
0|1511722598|900000055|0|cache
0|1511722598|900000056|0|cache
0|1511722598|900000057|0|cache
0|1511722598|7|1|OutputKernel
0|1511722598|900000058|0|cache
0|405031727|0|1|LimitKernel
0|405031727|1|1|MergeStreamKernel
0|405031727|2|1|PartitionSingleNodeKernel
0|405031727|3|1|SortAndSampleKernel
0|405031727|4|1|MergeAggregateKernel
0|405031727|5|1|ComputeAggregateKernel
0|405031727|6|1|BindableTableScanKernel
0|405031727|900000059|0|cache
0|405031727|900000060|0|cache
0|405031727|900000061|0|cache
0|405031727|900000062|0|cache
0|405031727|900000063|0|cache
0|405031727|900000064|0|cache
0|405031727|900000065|0|cache
0|405031727|900000066|0|cache
0|405031727|900000067|0|cache
0|405031727|900000068|0|cache
0|405031727|900000069|0|cache
0|405031727|900000070|0|cache
0|405031727|900000071|0|cache
0|405031727|900000072|0|cache
0|405031727|7|1|OutputKernel
0|405031727|900000073|0|cache
0|626822445|0|1|MergeAggregateKernel
0|626822445|1|1|ComputeAggregateKernel
0|626822445|2|1|ProjectKernel
0|626822445|3|1|BindableTableScanKernel
0|626822445|900000074|0|cache
0|626822445|900000075|0|cache
0|626822445|900000076|0|cache
0|626822445|4|1|OutputKernel
0|626822445|900000077|0|cache
0|665297595|0|1|LimitKernel
0|665297595|1|1|OutputKernel
0|665297595|900000078|0|cache
0|1907688968|0|1|LimitKernel
0|1907688968|1|1|MergeStreamKernel
0|1907688968|2|1|PartitionSingleNodeKernel
0|1907688968|3|1|SortAndSampleKernel
0|1907688968|4|1|MergeAggregateKernel
0|1907688968|5|1|ComputeAggregateKernel
0|1907688968|6|1|BindableTableScanKernel
0|1907688968|900000000|0|cache
0|1907688968|900000001|0|cache
0|1907688968|900000002|0|cache
0|1907688968|900000003|0|cache
0|1907688968|900000004|0|cache
0|1907688968|900000005|0|cache
0|1907688968|900000006|0|cache
0|1907688968|900000007|0|cache
0|1907688968|900000008|0|cache
0|1907688968|900000009|0|cache
0|1907688968|900000010|0|cache
0|1907688968|900000011|0|cache
0|1907688968|900000012|0|cache
0|1907688968|900000013|0|cache
0|1907688968|7|1|OutputKernel
0|1907688968|900000014|0|cache
0|1242046241|0|1|MergeAggregateKernel
0|1242046241|1|1|ComputeAggregateKernel
0|1242046241|2|1|ProjectKernel
0|1242046241|3|1|BindableTableScanKernel
0|1242046241|900000015|0|cache
0|1242046241|900000016|0|cache
0|1242046241|900000017|0|cache
0|1242046241|4|1|OutputKernel
0|1242046241|900000018|0|cache
0|955398365|0|1|LimitKernel
0|955398365|1|1|ProjectKernel
0|955398365|2|1|BindableTableScanKernel
0|955398365|900000019|0|cache
0|955398365|900000020|0|cache
0|955398365|3|1|OutputKernel
0|955398365|900000021|0|cache
0|1603934530|0|1|MergeAggregateKernel
0|1603934530|1|1|ComputeAggregateKernel
0|1603934530|2|1|ProjectKernel
0|1603934530|3|1|BindableTableScanKernel
0|1603934530|900000022|0|cache
0|1603934530|900000023|0|cache
0|1603934530|900000024|0|cache
0|1603934530|4|1|OutputKernel
0|1603934530|900000025|0|cache
0|2113528336|0|1|MergeAggregateKernel
0|2113528336|1|1|ComputeAggregateKernel
0|2113528336|2|1|ProjectKernel
0|2113528336|3|1|BindableTableScanKernel
0|2113528336|900000026|0|cache
0|2113528336|900000027|0|cache
0|2113528336|900000028|0|cache
0|2113528336|4|1|OutputKernel
0|2113528336|900000029|0|cache
0|538384221|0|1|ProjectKernel
0|538384221|1|1|BindableTableScanKernel
0|538384221|900000030|0|cache
0|538384221|2|1|OutputKernel
0|538384221|900000031|0|cache
0|1366512674|0|1|ProjectKernel
0|1366512674|1|1|BindableTableScanKernel
0|1366512674|900000032|0|cache
0|1366512674|2|1|OutputKernel
0|1366512674|900000033|0|cache
0|769274587|0|1|MergeAggregateKernel
0|769274587|1|1|ComputeAggregateKernel
0|769274587|2|1|BindableTableScanKernel
0|769274587|900000034|0|cache
0|769274587|900000035|0|cache
0|769274587|3|1|OutputKernel
0|769274587|900000036|0|cache
0|1912896397|0|1|ProjectKernel
0|1912896397|1|1|MergeAggregateKernel
0|1912896397|2|1|ComputeAggregateKernel
0|1912896397|3|1|BindableTableScanKernel
0|1912896397|900000037|0|cache
0|1912896397|900000038|0|cache
0|1912896397|900000039|0|cache
0|1912896397|4|1|OutputKernel
0|1912896397|900000040|0|cache
0|346383383|0|1|ProjectKernel
0|346383383|1|1|MergeAggregateKernel
0|346383383|2|1|ComputeAggregateKernel
0|346383383|3|1|BindableTableScanKernel
0|346383383|900000041|0|cache
0|346383383|900000042|0|cache
0|346383383|900000043|0|cache
0|346383383|4|1|OutputKernel
0|346383383|900000044|0|cache
0|270361919|0|1|UnionKernel
0|270361919|1|1|ProjectKernel
0|270361919|2|1|MergeAggregateKernel
0|270361919|3|1|ComputeAggregateKernel
0|270361919|4|1|BindableTableScanKernel
0|270361919|5|1|ProjectKernel
0|270361919|6|1|MergeAggregateKernel
0|270361919|7|1|ComputeAggregateKernel
0|270361919|8|1|BindableTableScanKernel
0|270361919|900000045|0|cache
0|270361919|900000046|0|cache
0|270361919|900000047|0|cache
0|270361919|900000048|0|cache
0|270361919|900000049|0|cache
0|270361919|900000050|0|cache
0|270361919|900000051|0|cache
0|270361919|900000052|0|cache
0|270361919|9|1|OutputKernel
0|270361919|900000053|0|cache
0|1991922956|0|1|UnionKernel
0|1991922956|1|1|UnionKernel
0|1991922956|2|1|UnionKernel
0|1991922956|3|1|UnionKernel
0|1991922956|4|1|UnionKernel
0|1991922956|5|1|UnionKernel
0|1991922956|6|1|UnionKernel
0|1991922956|7|1|UnionKernel
0|1991922956|8|1|UnionKernel
0|1991922956|9|1|UnionKernel
0|1991922956|10|1|UnionKernel
0|1991922956|11|1|UnionKernel
0|1991922956|12|1|UnionKernel
0|1991922956|13|1|UnionKernel
0|1991922956|14|1|UnionKernel
0|1991922956|15|1|ProjectKernel
0|1991922956|16|1|MergeAggregateKernel
0|1991922956|17|1|ComputeAggregateKernel
0|1991922956|18|1|BindableTableScanKernel
0|1991922956|19|1|ProjectKernel
0|1991922956|20|1|MergeAggregateKernel
0|1991922956|21|1|ComputeAggregateKernel
0|1991922956|22|1|BindableTableScanKernel
0|1991922956|23|1|ProjectKernel
0|1991922956|24|1|MergeAggregateKernel
0|1991922956|25|1|ComputeAggregateKernel
0|1991922956|26|1|BindableTableScanKernel
0|1991922956|27|1|ProjectKernel
0|1991922956|28|1|MergeAggregateKernel
